Player Id,Name,Position,Year,Season,Week,Game Date,Home or Away,Opponent,Outcome,Score,Games Played,Games Started,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Fumbles,Fumbles Lost
floydraglin/2523695,"Raglin, Floyd",,1987,Regular Season,3,10/04,Away,SEA,L,20 to 24,1,--,--,--,--,--,--,--,--,--,--,--,--,--
floydraglin/2523695,"Raglin, Floyd",,1987,Regular Season,4,10/11,Home,KC,W,42 to 0,1,--,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2014,Preseason,1,08/09,Away,ARI,L,0 to 32,1,0,--,--,--,--,--,--,--,--,--,--,1,0
joeadams/2532782,"Adams, Joe",,2014,Preseason,2,08/16,Home,ATL,W,32 to 7,1,0,0,0,--,--,0,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2014,Preseason,3,08/23,Away,DEN,W,18 to 17,1,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2013,Preseason,1,08/09,Home,CHI,W,24 to 17,1,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2013,Preseason,2,08/15,Away,PHI,L,9 to 14,0,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Preseason,1,08/11,Home,HOU,L,13 to 26,1,0,--,--,--,--,--,1,4,4.0,4,0,--,--
joeadams/2532782,"Adams, Joe",,2012,Preseason,2,08/17,Home,MIA,W,23 to 17,1,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Preseason,3,08/26,Away,NYJ,W,17 to 12,1,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Preseason,4,08/30,Away,PIT,L,16 to 17,1,0,--,--,--,--,--,--,--,--,--,--,1,1
joeadams/2532782,"Adams, Joe",,2012,Regular Season,1,09/09,Away,TB,L,10 to 16,1,0,--,--,--,--,--,--,--,--,--,--,1,0
joeadams/2532782,"Adams, Joe",,2012,Regular Season,2,09/16,Home,NO,W,35 to 27,1,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,3,09/20,Home,NYG,L,7 to 36,1,0,--,--,--,--,--,--,--,--,--,--,2,2
joeadams/2532782,"Adams, Joe",,2012,Regular Season,4,09/30,Away,ATL,L,28 to 30,0,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,5,10/07,Home,SEA,L,12 to 16,0,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,7,10/21,Home,DAL,L,14 to 19,0,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,8,10/28,Away,CHI,L,22 to 23,0,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,9,11/04,Away,WAS,W,21 to 13,0,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,10,11/11,Home,DEN,L,14 to 36,0,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,11,11/18,Home,TB,L,21 to 27,1,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,12,11/26,Away,PHI,W,30 to 22,1,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,13,12/02,Away,KC,L,21 to 27,1,0,1,7,7.0,7,0,1,5,5.0,5,0,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,14,12/09,Home,ATL,W,30 to 20,1,0,--,--,--,--,--,1,3,3.0,3,0,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,15,12/16,Away,SD,W,31 to 7,1,0,--,--,--,--,--,--,--,--,--,--,--,--
joeadams/2532782,"Adams, Joe",,2012,Regular Season,16,12/23,Home,OAK,W,17 to 6,1,0,--,--,--,--,--,1,5,5.0,5,0,1,1
joeadams/2532782,"Adams, Joe",,2012,Regular Season,17,12/30,Away,NO,W,44 to 38,0,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,5,10/02,Away,RAM,W,8 to 5,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,6,10/09,Home,TB,W,34 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,7,10/16,Home,SF,L,3 to 42,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,8,10/23,Away,RAI,L,17 to 30,1,0,--,--,--,--,--,--,--,--,--,--,1,0
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,10,11/06,Home,SD,W,10 to 9,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,11,11/13,Away,NO,L,32 to 33,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,12,11/20,Away,DEN,L,28 to 32,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,13,11/27,Home,PHI,W,28 to 21,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,14,12/04,Away,SF,L,14 to 50,1,0,--,--,--,--,--,--,--,--,--,--,2,1
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,15,12/11,Home,NO,L,20 to 29,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,16,12/18,Away,GB,L,17 to 21,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1994,Regular Season,17,12/24,Home,ARI,W,10 to 6,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,1,09/05,Home,MIA,L,20 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,2,09/12,Away,CIN,W,9 to 6,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,4,09/26,Home,CLE,W,23 to 10,1,0,--,--,--,--,--,1,6,6.0,6,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,5,10/03,Away,DEN,L,13 to 35,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,6,10/10,Home,DAL,L,3 to 27,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,8,10/24,Away,MIA,L,27 to 41,1,0,--,--,--,--,--,1,-2,-2.0,-2,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,9,10/31,Home,NE,W,9 to 6,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,10,11/07,Away,WAS,L,24 to 30,1,0,1,1,1.0,1T,1,--,--,--,--,--,1,1
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,11,11/14,Home,NYJ,L,17 to 31,1,0,--,--,--,--,--,1,29,29.0,29,0,1,0
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,12,11/21,Away,BUF,L,9 to 23,1,0,--,--,--,--,--,--,--,--,--,--,1,1
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,13,11/29,Home,SD,L,0 to 31,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,14,12/05,Away,NYJ,W,9 to 6,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,15,12/12,Away,NYG,L,6 to 20,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,16,12/19,Home,PHI,L,10 to 20,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,17,12/26,Away,NE,L,0 to 38,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1993,Regular Season,18,01/02,Home,BUF,L,10 to 30,1,0,1,19,19.0,19,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,1,09/06,Home,CLE,W,14 to 3,1,0,1,2,2.0,2,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,2,09/13,Home,HOU,L,10 to 20,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,3,09/20,Away,BUF,L,0 to 38,1,0,--,--,--,--,--,--,--,--,--,--,1,0
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,5,10/04,Away,TB,W,24 to 14,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,6,10/11,Home,NYJ,W,6 to 3,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,7,10/18,Home,SD,L,14 to 34,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,8,10/25,Away,MIA,W,31 to 20,1,0,--,--,--,--,--,--,--,--,--,--,1,1
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,9,11/01,Away,SD,L,0 to 26,1,0,1,21,21.0,21,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,10,11/08,Home,MIA,L,0 to 28,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,11,11/15,Home,NE,L,34 to 37,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,12,11/22,Away,PIT,L,14 to 30,1,1,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,13,11/29,Home,BUF,W,16 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,14,12/06,Away,NE,W,6 to 0,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,15,12/13,Away,NYJ,W,10 to 6,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,16,12/20,Home,PHO,W,16 to 13,1,0,1,14,14.0,14,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Regular Season,17,12/27,Away,CIN,W,21 to 17,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1992,Pro Bowl,22,02/07,Away,NPR,W,23 to 20,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,1,09/01,Home,NE,L,7 to 16,1,0,2,36,18.0,28,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,2,09/08,Away,MIA,L,6 to 17,1,0,--,--,--,--,--,1,4,4.0,4,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,3,09/15,Away,RAI,L,0 to 16,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,4,09/22,Home,DET,L,24 to 33,1,0,5,50,10.0,26,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,5,09/29,Away,SEA,L,3 to 31,1,0,4,44,11.0,18,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,6,10/06,Home,PIT,L,3 to 21,1,0,1,9,9.0,9,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,7,10/13,Away,BUF,L,6 to 42,1,0,2,19,9.5,12,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,8,10/20,Home,NYJ,L,6 to 17,1,0,2,18,9.0,11,0,--,--,--,--,--,1,0
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,10,11/03,Home,MIA,L,6 to 10,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,11,11/10,Away,NYJ,W,28 to 27,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,12,11/17,Home,CHI,L,17 to 31,1,0,1,2,2.0,2,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,13,11/24,Away,GB,L,10 to 14,1,0,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,14,12/01,Home,CLE,L,0 to 31,1,0,1,6,6.0,6,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,15,12/08,Away,NE,L,17 to 23,1,0,1,-3,-3.0,-3,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,16,12/15,Home,BUF,L,7 to 35,1,0,1,28,28.0,28,0,--,--,--,--,--,1,0
clarenceverdin/2503464,"Verdin, Clarence",,1991,Regular Season,17,12/22,Away,TB,L,3 to 17,1,0,1,5,5.0,5,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,1,09/09,Away,BUF,L,10 to 26,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,2,09/16,Home,NE,L,14 to 16,1,--,3,28,9.3,11,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,3,09/23,Away,HOU,L,10 to 24,1,--,4,64,16.0,45,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,4,09/30,Away,PHI,W,24 to 23,0,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,5,10/07,Home,KC,W,23 to 19,1,--,1,3,3.0,3,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,7,10/21,Home,DEN,L,17 to 27,1,--,2,22,11.0,13,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,8,10/28,Home,MIA,L,7 to 27,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,9,11/05,Home,NYG,L,7 to 24,1,--,1,15,15.0,15,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,10,11/11,Away,NE,W,13 to 10,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,11,11/18,Home,NYJ,W,17 to 14,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,12,11/25,Away,CIN,W,34 to 20,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,13,12/02,Away,PHO,L,17 to 20,1,--,1,4,4.0,4,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,14,12/09,Home,BUF,L,7 to 31,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,15,12/16,Away,NYJ,W,29 to 21,1,--,1,23,23.0,23T,1,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,16,12/22,Home,WAS,W,35 to 28,1,--,1,19,19.0,19,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Regular Season,17,12/30,Away,MIA,L,17 to 23,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1990,Pro Bowl,22,02/03,Away,NPR,W,23 to 21,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,1,09/10,Home,SF,L,24 to 30,1,--,2,21,10.5,13,0,1,5,5.0,5,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,2,09/17,Away,RAM,L,17 to 31,1,--,2,83,41.5,82T,1,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,3,09/24,Home,ATL,W,13 to 9,1,--,2,18,9.0,11,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,4,10/01,Away,NYJ,W,17 to 10,1,--,1,3,3.0,3,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,5,10/08,Home,BUF,W,37 to 14,1,--,2,22,11.0,11,0,1,1,1.0,1,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,6,10/15,Away,DEN,L,3 to 14,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,7,10/22,Away,CIN,W,23 to 12,1,--,3,63,21.0,42,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,8,10/29,Home,NE,L,20 to 23,1,--,2,26,13.0,13,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,9,11/05,Away,MIA,L,13 to 19,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,10,11/12,Away,BUF,L,7 to 30,1,--,--,--,--,--,--,1,7,7.0,7,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,11,11/19,Home,NYJ,W,27 to 10,1,--,2,62,31.0,48,0,1,26,26.0,26,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,12,11/26,Home,SD,W,10 to 6,1,--,1,29,29.0,22,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,13,12/03,Away,NE,L,16 to 22,1,--,2,41,20.5,34,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,14,12/10,Home,CLE,W,23 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,15,12/17,Home,MIA,W,42 to 13,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1989,Regular Season,16,12/24,Away,NO,L,6 to 41,1,--,1,13,13.0,13,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,1,09/04,Home,HOU,L,14 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,2,09/11,Home,CHI,L,13 to 17,1,--,1,48,48.0,48,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,3,09/19,Away,CLE,L,17 to 23,1,--,2,55,27.5,54,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,4,09/25,Home,MIA,W,15 to 13,1,--,--,--,--,--,--,2,59,29.5,44,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,5,10/02,Away,NE,L,17 to 21,1,--,2,24,12.0,12,0,1,-6,-6.0,-6,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,6,10/09,Away,BUF,L,23 to 34,1,--,2,66,33.0,39T,1,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,7,10/16,Home,TB,W,35 to 31,1,--,1,18,18.0,18,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,8,10/23,Away,SD,W,16 to 0,1,--,5,86,17.2,24,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,9,10/31,Home,DEN,W,55 to 23,1,--,1,40,40.0,40T,1,1,8,8.0,8,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,10,11/06,Home,NYJ,W,38 to 14,1,--,1,44,44.0,44T,1,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,11,11/13,Away,GB,W,20 to 13,1,--,1,3,3.0,3,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,12,11/20,Away,MIN,L,3 to 12,1,--,1,13,13.0,13,0,2,26,13.0,18,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,13,11/27,Home,NE,W,24 to 21,1,--,1,12,12.0,12,0,1,-5,-5.0,-5,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,14,12/04,Away,MIA,W,31 to 28,1,--,2,28,14.0,19T,1,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,15,12/10,Away,NYJ,L,16 to 34,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1988,Regular Season,16,12/18,Home,BUF,W,17 to 14,1,--,--,--,--,--,--,1,-5,-5.0,-5,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1987,Regular Season,13,12/13,Home,DAL,W,24 to 20,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1987,Regular Season,14,12/20,Away,MIA,L,21 to 23,1,--,2,62,31.0,55,0,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1987,Regular Season,15,12/26,Away,MIN,W,27 to 24,1,--,--,--,--,--,--,1,14,14.0,14,0,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1986,Regular Season,7,10/19,Home,STL,W,28 to 21,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1986,Regular Season,8,10/27,Away,NYG,L,20 to 27,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1986,Regular Season,9,11/02,Home,MIN,W,44 to 38,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1986,Regular Season,10,11/09,Away,GB,W,16 to 7,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1986,Regular Season,11,11/17,Home,SF,W,14 to 6,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1986,Regular Season,12,11/23,Home,DAL,W,41 to 14,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1986,Regular Season,13,11/30,Away,STL,W,20 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
clarenceverdin/2503464,"Verdin, Clarence",,1986,Regular Season,14,12/07,Home,NYG,L,14 to 24,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1978,Regular Season,1,09/02,Home,NYG,L,13 to 19,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1978,Regular Season,2,09/09,Home,DET,L,7 to 15,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1978,Regular Season,3,09/17,Away,MIN,W,16 to 10,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1978,Regular Season,4,09/24,Home,ATL,W,14 to 9,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1978,Regular Season,5,10/01,Home,MIN,L,7 to 24,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1978,Regular Season,6,10/08,Away,KC,W,30 to 13,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1978,Regular Season,7,10/15,Away,NYG,L,14 to 17,0,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1976,Regular Season,1,09/12,Home,STL,L,24 to 30,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1976,Regular Season,9,11/07,Home,CLE,L,7 to 21,0,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1976,Regular Season,10,11/14,Away,CIN,L,27 to 31,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1976,Regular Season,11,11/21,Away,PIT,L,16 to 32,1,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1976,Regular Season,12,11/28,Home,ATL,W,20 to 14,0,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1976,Regular Season,13,12/05,Away,CLE,L,10 to 13,0,--,--,--,--,--,--,--,--,--,--,--,--,--
aldarby/2512457,"Darby, Al",,1976,Regular Season,14,12/11,Home,PIT,L,0 to 21,0,--,--,--,--,--,--,--,--,--,--,--,--,--
markdell/2495275,"Dell, Mark",,2012,Preseason,1,08/09,Away,CHI,W,31 to 3,1,0,0,0,--,--,0,1,12,12.0,12,0,1,0
markdell/2495275,"Dell, Mark",,2012,Preseason,2,08/18,Home,SEA,L,10 to 30,1,0,--,--,--,--,--,--,--,--,--,--,--,--
markdell/2495275,"Dell, Mark",,2012,Preseason,3,08/26,Home,SF,L,24 to 29,0,0,--,--,--,--,--,--,--,--,--,--,--,--
markdell/2495275,"Dell, Mark",,2011,Preseason,1,08/11,Away,DAL,L,23 to 24,1,0,1,26,26.0,26,0,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1980,Regular Season,5,10/05,Away,CLE,W,19 to 16,1,--,1,7,7.0,7,0,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1980,Regular Season,6,10/13,Home,WAS,W,20 to 17,1,--,--,--,--,--,--,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1980,Regular Season,8,10/26,Home,MIN,W,16 to 3,1,--,1,4,4.0,4T,1,--,--,--,--,--,--,--
billlarson/2519112,"Larson, Bill",,1980,Regular Season,9,11/02,Away,PIT,L,20 to 22,1,--,--,--,--,--,--,--,--,--,--,--,--,--
